data_noise_seed,source_timestep,reverse_step,k_timestep,k_minus_1_timestep,d_k,d_k_minus_1,R_k,initial_zero_deviation,action_elements
1,95,11,85,84,0.10799122601747513,0.11447376757860184,1.0600284097063373,0,2048
1,95,12,84,83,0.11447376757860184,0.1205744668841362,1.053293426376415,0,2048
1,95,13,83,82,0.1205744668841362,0.12633565068244934,1.0477811260223233,0,2048
1,95,14,82,81,0.12633565068244934,0.13178569078445435,1.0431393677993617,0,2048
1,95,15,81,80,0.13178569078445435,0.13696739077568054,1.0393191397286214,0,2048
1,95,16,80,79,0.13696739077568054,0.1419062614440918,1.0360587336840188,0,2048
1,65,1,65,64,0.0,0.0042886147275567055,4288614727.5567055,1,2048
1,65,2,64,63,0.0042886147275567055,0.008501295000314713,1.9822939430084328,0,2048
1,65,3,63,62,0.008501295000314713,0.012646443210542202,1.487590209325338,0,2048
1,65,4,62,61,0.012646443210542202,0.0167328342795372,1.3231257199862658,0,2048
1,65,5,61,60,0.0167328342795372,0.020762057974934578,1.2407974421335166,0,2048
1,65,6,60,59,0.020762057974934578,0.024735543876886368,1.1913820829109274,0,2048
1,65,7,59,58,0.024735543876886368,0.028655707836151123,1.1584830306387317,0,2048
1,65,8,58,57,0.028655707836151123,0.032517626881599426,1.1347696265747609,0,2048
1,65,9,57,56,0.032517626881599426,0.0363248735666275,1.1170825502664643,0,2048
1,65,10,56,55,0.0363248735666275,0.040071673691272736,1.1031469556712885,0,2048
1,65,11,55,54,0.040071673691272736,0.043760307133197784,1.0920508953344854,0,2048
1,65,12,54,53,0.043760307133197784,0.04739869385957718,1.083143537229337,0,2048
1,65,13,53,52,0.04739869385957718,0.050987716764211655,1.0757198692898913,0,2048
1,65,14,52,51,0.050987716764211655,0.054519183933734894,1.0692611356728317,0,2048
1,65,15,51,50,0.054519183933734894,0.05798453092575073,1.0635619747200218,0,2048
1,65,16,50,49,0.05798453092575073,0.06139027327299118,1.0587353608248167,0,2048
1,35,1,35,34,0.0,0.004493077285587788,4493077285.587788,1,2048
1,35,2,34,33,0.004493077285587788,0.00894955825060606,1.9918549536909238,0,2048
1,35,3,33,32,0.00894955825060606,0.013366321101784706,1.4935174146037908,0,2048
1,35,4,32,31,0.013366321101784706,0.017740709707140923,1.3272694536303535,0,2048
1,35,5,31,30,0.017740709707140923,0.022074313834309578,1.244274563840027,0,2048
1,35,6,30,29,0.022074313834309578,0.026371676474809647,1.1946770654599512,0,2048
1,35,7,29,28,0.026371676474809647,0.030628222972154617,1.1614059879829575,0,2048
1,35,8,28,27,0.030628222972154617,0.0348331555724144,1.1372894732725882,0,2048
1,35,9,27,26,0.0348331555724144,0.0389874204993248,1.1192618026568069,0,2048
1,35,10,26,25,0.0389874204993248,0.04309963807463646,1.1054754975204735,0,2048
1,35,11,25,24,0.04309963807463646,0.04716438800096512,1.0943105350025293,0,2048
1,35,12,24,23,0.04716438800096512,0.05117402598261833,1.085014099631403,0,2048
1,35,13,23,22,0.05117402598261833,0.055131614208221436,1.0773358778898887,0,2048
1,35,14,22,21,0.055131614208221436,0.059037983417510986,1.0708553388889557,0,2048
1,35,15,21,20,0.059037983417510986,0.06289254873991013,1.0652895830481663,0,2048
1,35,16,20,19,0.06289254873991013,0.06669773161411285,1.0605029204473557,0,2048
2,95,1,95,94,0.0,0.018519066274166107,18519066274.166107,1,2048
2,95,2,94,93,0.018519066274166107,0.033921971917152405,1.8317323029747699,0,2048
2,95,3,93,92,0.033921971917152405,0.047134265303611755,1.3894907235150784,0,2048
2,95,4,92,91,0.047134265303611755,0.058692172169685364,1.2452124116156056,0,2048
2,95,5,91,90,0.058692172169685364,0.06897958368062973,1.1752774029222683,0,2048
2,95,6,90,89,0.06897958368062973,0.07822152972221375,1.1339808903927218,0,2048
2,95,7,89,88,0.07822152972221375,0.08649930357933044,1.1058247503648615,0,2048
2,95,8,88,87,0.08649930357933044,0.0940154641866684,1.086892729712648,0,2048
2,95,9,87,86,0.0940154641866684,0.10093515366315842,1.0736016094296712,0,2048
2,95,10,86,85,0.10093515366315842,0.10736893117427826,1.0637416923297798,0,2048
2,95,11,85,84,0.10736893117427826,0.11336784064769745,1.0558719306111566,0,2048
2,95,12,84,83,0.11336784064769745,0.11896210163831711,1.0493461016599501,0,2048
2,95,13,83,82,0.11896210163831711,0.12424374371767044,1.04439768636878,0,2048
2,95,14,82,81,0.12424374371767044,0.12924331426620483,1.0402400185143736,0,2048
2,95,15,81,80,0.12924331426620483,0.13399258255958557,1.0367467231810679,0,2048
2,95,16,80,79,0.13399258255958557,0.1385224610567093,1.0338069347538361,0,2048
2,65,1,65,64,0.0,0.004217827692627907,4217827692.627907,1,2048
2,65,2,64,63,0.004217827692627907,0.008357075043022633,1.9813694750139041,0,2048
2,65,3,63,62,0.008357075043022633,0.012422710657119751,1.4864902602502115,0,2048
2,65,4,62,61,0.012422710657119751,0.016428425908088684,1.3224509819320882,0,2048
2,65,5,61,60,0.016428425908088684,0.020373912528157234,1.2401621823601368,0,2048
2,65,6,60,59,0.020373912528157234,0.024264002218842506,1.1909348380738427,0,2048
2,65,7,59,58,0.024264002218842506,0.028102200478315353,1.1581848791348224,0,2048
2,65,8,58,57,0.028102200478315353,0.031876854598522186,1.1343188097311159,0,2048
2,65,9,57,56,0.031876854598522186,0.03558766096830368,1.1164106815243031,0,2048
2,65,10,56,55,0.03558766096830368,0.03924000263214111,1.102629438500827,0,2048
2,65,11,55,54,0.03924000263214111,0.042835533618927,1.09162922386629,0,2048
2,65,12,54,53,0.042835533618927,0.0463782399892807,1.0827048496882887,0,2048
2,65,13,53,52,0.0463782399892807,0.04987502098083496,1.0753970178964762,0,2048
2,65,14,52,51,0.04987502098083496,0.05331908166408539,1.0690538192155306,0,2048
2,65,15,51,50,0.05331908166408539,0.05670173093676567,1.0634416266380544,0,2048
2,65,16,50,49,0.05670173093676567,0.060027942061424255,1.058661544694453,0,2048
2,35,1,35,34,0.0,0.004505225457251072,4505225457.251072,1,2048
2,35,2,34,33,0.004505225457251072,0.008978405967354774,1.9928871597116895,0,2048
2,35,3,33,32,0.008978405967354774,0.013419972732663155,1.494694356655635,0,2048
2,35,4,32,31,0.013419972732663155,0.017828190699219704,1.3284818868892938,0,2048
2,35,5,31,30,0.017828190699219704,0.02219942957162857,1.2451869034222862,0,2048
2,35,6,30,29,0.02219942957162857,0.026535701006650925,1.1953325611289078,0,2048
2,35,7,29,28,0.026535701006650925,0.03083273209631443,1.16193395785642,0,2048
2,35,8,28,27,0.03083273209631443,0.03508462384343147,1.1379018807901031,0,2048
2,35,9,27,26,0.03508462384343147,0.039293840527534485,1.1199732595614271,0,2048
2,35,10,26,25,0.039293840527534485,0.04347129166126251,1.1063131288908865,0,2048
2,35,11,25,24,0.04347129166126251,0.047609686851501465,1.0951983488641424,0,2048
2,35,12,24,23,0.047609686851501465,0.05170343071222305,1.0859855237528515,0,2048
2,35,13,23,22,0.05170343071222305,0.05575711652636528,1.0784026467339527,0,2048
2,35,14,22,21,0.05575711652636528,0.0597686842083931,1.0719471868502914,0,2048
2,35,15,21,20,0.0597686842083931,0.06373374164104462,1.0663400488750994,0,2048
2,35,16,20,19,0.06373374164104462,0.06765531003475189,1.0615304906266518,0,2048
3,95,1,95,94,0.0,0.017588241025805473,17588241025.805473,1,2048
3,95,2,94,93,0.017588241025805473,0.032287757843732834,1.835758208823979,0,2048
3,95,3,93,92,0.032287757843732834,0.04503055289387703,1.394663361588081,0,2048
3,95,4,92,91,0.04503055289387703,0.05627153068780899,1.2496300194042433,0,2048
3,95,5,91,90,0.05627153068780899,0.06633548438549042,1.1788462757897378,0,2048
3,95,6,90,89,0.06633548438549042,0.07545493543148041,1.1374747034612325,0,2048
3,95,7,89,88,0.07545493543148041,0.0837433710694313,1.109846169630185,0,2048
3,95,8,88,87,0.0837433710694313,0.0913967713713646,1.0913911179249816,0,2048
3,95,9,87,86,0.0913967713713646,0.09854469448328018,1.0782076106583003,0,2048
3,95,10,86,85,0.09854469448328018,0.1052483320236206,1.0680263668624979,0,2048
3,95,11,85,84,0.1052483320236206,0.11152613908052444,1.0596475681385171,0,2048
3,95,12,84,83,0.11152613908052444,0.11741410940885544,1.0527945320785017,0,2048
3,95,13,83,82,0.11741410940885544,0.1229439228773117,1.0470966691758776,0,2048
3,95,14,82,81,0.1229439228773117,0.12815487384796143,1.0423847787483358,0,2048
3,95,15,81,80,0.12815487384796143,0.13309389352798462,1.0385394603473617,0,2048
3,95,16,80,79,0.13309389352798462,0.13778634369373322,1.035256690148047,0,2048
3,65,1,65,64,0.0,0.003978254273533821,3978254273.533821,1,2048
3,65,2,64,63,0.003978254273533821,0.0078801941126585,1.9808171044023863,0,2048
3,65,3,63,62,0.0078801941126585,0.011711210012435913,1.4861575544360295,0,2048
3,65,4,62,61,0.011711210012435913,0.015476806089282036,1.3215377464434477,0,2048
3,65,5,61,60,0.015476806089282036,0.01917552947998047,1.2389849280350471,0,2048
3,65,6,60,59,0.01917552947998047,0.022808991372585297,1.1894843057767313,0,2048
3,65,7,59,58,0.022808991372585297,0.02637871913611889,1.1565052879395463,0,2048
3,65,8,58,57,0.02637871913611889,0.029881246387958527,1.1327785186472927,0,2048
3,65,9,57,56,0.029881246387958527,0.03331772983074188,1.115004688795484,0,2048
3,65,10,56,55,0.03331772983074188,0.0366937518119812,1.101328091598335,0,2048
3,65,11,55,54,0.0366937518119812,0.040007226169109344,1.0903007785362502,0,2048
3,65,12,54,53,0.040007226169109344,0.04326464980840683,1.0814208819288553,0,2048
3,65,13,53,52,0.04326464980840683,0.04646880179643631,1.0740593533322167,0,2048
3,65,14,52,51,0.04646880179643631,0.04961279407143593,1.0676581308832687,0,2048
3,65,15,51,50,0.04961279407143593,0.052692025899887085,1.062065277415245,0,2048
3,65,16,50,49,0.052692025899887085,0.05570952594280243,1.05726673040796,0,2048
3,35,1,35,34,0.0,0.004144179634749889,4144179634.7498894,1,2048
3,35,2,34,33,0.004144179634749889,0.008253753185272217,1.9916494724482905,0,2048
3,35,3,33,32,0.008253753185272217,0.01233007200062275,1.4938745710412489,0,2048
3,35,4,32,31,0.01233007200062275,0.01637003943324089,1.3276515685461079,0,2048
3,35,5,31,30,0.01637003943324089,0.020375173538923264,1.2446624591694577,0,2048
3,35,6,30,29,0.020375173538923264,0.024345146492123604,1.1948436387263917,0,2048
3,35,7,29,28,0.024345146492123604,0.028277285397052765,1.1615163377653042,0,2048
3,35,8,28,27,0.028277285397052765,0.032165445387363434,1.1375011757521256,0,2048
3,35,9,27,26,0.032165445387363434,0.0360088050365448,1.1194872199584647,0,2048
3,35,10,26,25,0.0360088050365448,0.03981320932507515,1.1056520560336192,0,2048
3,35,11,25,24,0.03981320932507515,0.04357775300741196,1.094555142503201,0,2048
3,35,12,24,23,0.04357775300741196,0.04729844257235527,1.085380482174588,0,2048
3,35,13,23,22,0.04729844257235527,0.050977736711502075,1.0777889067370576,0,2048
3,35,14,22,21,0.050977736711502075,0.0546136274933815,1.071323111133487,0,2048
3,35,15,21,20,0.0546136274933815,0.05820612236857414,1.0657801914835676,0,2048
3,35,16,20,19,0.05820612236857414,0.061759576201438904,1.0610494856417758,0,2048
4,95,1,95,94,0.0,0.019978394731879234,19978394731.879234,1,2048
4,95,2,94,93,0.019978394731879234,0.03670655936002731,1.837312749638382,0,2048
4,95,3,93,92,0.03670655936002731,0.05127258598804474,1.3968235345555897,0,2048
4,95,4,92,91,0.05127258598804474,0.06423698365688324,1.2528524243073786,0,2048
4,95,5,91,90,0.06423698365688324,0.0759987011551857,1.1830988447394049,0,2048
4,95,6,90,89,0.0759987011551857,0.08672526478767395,1.1411414072648949,0,2048
4,95,7,89,88,0.08672526478767395,0.09652473032474518,1.1129943570648053,0,2048
4,95,8,88,87,0.09652473032474518,0.10556170344352722,1.0936233966910311,0,2048
4,95,9,87,86,0.10556170344352722,0.11401444673538208,1.0800739568900266,0,2048
4,95,10,86,85,0.11401444673538208,0.12197981774806976,1.069862822122049,0,2048
4,95,11,85,84,0.12197981774806976,0.12945705652236938,1.061298982989804,0,2048
4,95,12,84,83,0.12945705652236938,0.13642790913581848,1.0538468338432423,0,2048
4,95,13,83,82,0.13642790913581848,0.14298923313617706,1.0480937078114894,0,2048
4,95,14,82,81,0.14298923313617706,0.14920403063297272,1.0434633948266123,0,2048
4,95,15,81,80,0.14920403063297272,0.15512855350971222,1.0397075256651311,0,2048
4,95,16,80,79,0.15512855350971222,0.16081462800502777,1.0366539516138975,0,2048
4,65,1,65,64,0.0,0.005310474894940853,5310474894.940853,1,2048
4,65,2,64,63,0.005310474894940853,0.010514101013541222,1.9798796189730306,0,2048
4,65,3,63,62,0.010514101013541222,0.0156148262321949,1.4851318444248602,0,2048
4,65,4,62,61,0.0156148262321949,0.020637359470129013,1.3216515612743047,0,2048
4,65,5,61,60,0.020637359470129013,0.025577111169695854,1.2393596770690258,0,2048
4,65,6,60,59,0.025577111169695854,0.03042217157781124,1.189429540137686,0,2048
4,65,7,59,58,0.03042217157781124,0.035162556916475296,1.1558200842232345,0,2048
4,65,8,58,57,0.035162556916475296,0.039803698658943176,1.131991019662205,0,2048
4,65,9,57,56,0.039803698658943176,0.04436292126774788,1.114542687270239,0,2048
4,65,10,56,55,0.04436292126774788,0.048833154141902924,1.1007650701376188,0,2048
4,65,11,55,54,0.048833154141902924,0.053202759474515915,1.0894803010025933,0,2048
4,65,12,54,53,0.053202759474515915,0.05747349187731743,1.0802727611105758,0,2048
4,65,13,53,52,0.05747349187731743,0.06167049705982208,1.0730250598030573,0,2048
4,65,14,52,51,0.06167049705982208,0.06579825282096863,1.066932422420328,0,2048
4,65,15,51,50,0.06579825282096863,0.06982339918613434,1.0611740614915202,0,2048
4,65,16,50,49,0.06982339918613434,0.07374191284179688,1.0561203507746806,0,2048
4,35,1,35,34,0.0,0.005057280883193016,5057280883.193016,1,2048
4,35,2,34,33,0.005057280883193016,0.010058394633233547,1.988893807475072,0,2048
4,35,3,33,32,0.010058394633233547,0.01500584278255701,1.4918725431079152,0,2048
4,35,4,32,31,0.01500584278255701,0.019891789183020592,1.3256029314672992,0,2048
4,35,5,31,30,0.019891789183020592,0.024708671495318413,1.2421543012916758,0,2048
4,35,6,30,29,0.024708671495318413,0.029465600848197937,1.1925206441223806,0,2048
4,35,7,29,28,0.029465600848197937,0.03416607528924942,1.1595241333821107,0,2048
4,35,8,28,27,0.03416607528924942,0.038798484951257706,1.1355850685703524,0,2048
4,35,9,27,26,0.038798484951257706,0.04335794970393181,1.117516566878439,0,2048
4,35,10,26,25,0.04335794970393181,0.047854747623205185,1.1037133432017863,0,2048
4,35,11,25,24,0.047854747623205185,0.052287910133600235,1.0926378829579855,0,2048
4,35,12,24,23,0.052287910133600235,0.05664205178618431,1.0832724360253754,0,2048
4,35,13,23,22,0.05664205178618431,0.060922347009181976,1.0755674465691958,0,2048
4,35,14,22,21,0.060922347009181976,0.06513439118862152,1.069137917121538,0,2048
4,35,15,21,20,0.06513439118862152,0.06927292048931122,1.063538312466013,0,2048
4,35,16,20,19,0.06927292048931122,0.0733354240655899,1.0586449011608638,0,2048
